,url,content
0,http://www.ejustice.just.fgov.be/cgi/article_body.pl?language=fr&pub_date=2020-05-14&caller=list&numac=2020020930,dienst reglementering akkoord onderling overleg autoriteit betrekking situatie grensarbeider werk context covid pandemie inleiding paragraaf onderteken overeenkomst koninkrijk voorkoming dubbel belasting regeling aangelegenheid belasting inkomen vermogen inbegrip ondernemingsbelasting grondbelastingen wijzigen protocol ondertekenen overeenkomst trachten autoriteit moeilijkheid twijfelpunt rijzen betrekking toepassing overeenkomst onderling overeenstemming oplossen coronavirus covid pandemie geval overmacht maatregel nemen antwoord pandemie aanleiding groot onzekerheid fiscaal situatie grensarbeider meedelen autoriteit standpunt akkoord onderling overleg bedoelen paragraaf overeenkomst wettigen context autoriteit overeenstemming bereiken toepassing overeenkomst situatie grensarbeider maatregel covid verband houden maatregel werken thuiswerkdag toepassing paragraaf overeenkomst afhankelijk beroep werkdag bezoldiging ontvangen dienstbetrekking uitoefenen thuiswerkdagen uitsluitend maatregel Duits Belgisch lokaal bestuur treffen covid pandemie bestrijden achten doorbrengen overeenkomstsluiten staat grensarbeider dienstbetrekking uitoefenen maatregel bestrijding covid pandemie fictie toepassen werkdag grensarbeider los maatregel thuiswerken drie staat doorbrengen bijzonder toepassen grensarbeider arbeidsovereenkomst algemeen dienstbetrekking uitoefenen grensarbeider gebruikmaken fictie verplichten fictie consistent wijze overeenkomstsluiten staat toepassen nodig gegeven houden schriftelijk bevestiging werkgever deel thuiswerkdag uitsluitend maatregel verband covid pandemie thuiswerken doorbrengen fictie toepassen bezoldiging dag thuiswerkend doorbrengen daadwerkelijk belasten overeenkomstsluiten staat grensarbeider dienstbetrekking uitoefenen maatregel nemen bestrijding covid pandemie grensarbeider gaan akkoord inkomensbestanddel daadwerkelijk belasten overeenkomstsluiten staat dienstbetrekking uitoefenen maatregel nemen covid pandemie bestrijden inkomensbestanddelen beschouwen daadwerkelijk belasten opnemen belastinggrondslag gebruiken belasting berekenen duur akkoord toepassing tijdvak toepassing akkoord verlengen einde volgen kalendermaand autoriteit schriftelijk overeenkomen week aanvang volgen kalendermaand akkoord treden werking dag volgen dag ondertekenen autoriteit unilateraal autoriteit overeenkomstsluiten staat beëindigen kennis autoriteit overeenkomstsluiten staat akkoord autoriteit verlenging publiceren Duits overeenkomen ondergeteken autoriteit autoriteit meide adviseur generaal federaal overheiddienst financiën autoriteit Meibruns ministerie financiën 
1,http://www.ejustice.just.fgov.be/cgi/article_body.pl?language=fr&pub_date=2020-04-03&caller=list&numac=2020030436,houdende fiscaal fraudebestrijdend financieel divers bepaling erratum akte lees blz wetboek inkomstenbelasting aanvulen paragraaf twee lid gedeelte beroepsverliezen afschrijven lid omschrijven schade stemmen bedrag beperken bedrag beroepsverlies bedoelen beroepswerkzaamheid belastingplichtige bedrag schade grens verordening commissie bepalen categorie steun landbouw bosbouwsector plattelandsgebied grond Verdrag werking Europees intern markt verenigbaar verklaren belastbaar tijdperk definitief vaststellen koning raadpleging interministerieel conferentie landbouwbeleid nader wijze tijdstip omschrijven schade definitief vaststellen 
2,http://www.ejustice.just.fgov.be/cgi/article_body.pl?language=fr&pub_date=2020-06-18&caller=list&numac=2020041719,houdende bekrachtiging bijzonder macht nemen kader beheer gezondheidscrisis twee golf covid aangelegenheid bedoelen grondwet aannemen bekrachtigen volgen hoofdstukoverkoepelen bepaling regelen grondwet aangelegenheid bedoelen § grondwet opleiding ifapme overeenkomstig § toekenning bijzonder macht reageren twee golf gezondheidscrisis covid aangelegenheid regelen grondwet bijzonder macht verschillend bepaling kader plan nemen beroepsopleiding grondwet bekrachtigen § toekenning bijzonder macht reageren twee golf gezondheidscrisis covid aangelegenheid regelen grondwet bijzonder macht houdende divers bepaling vormingswerker subsidiëring opleidingsactiviteit opleidingscentra ifapme bekrachtigen § toekenning bijzonder macht reageren twee golf gezondheidscrisis covid aangelegenheid regelen grondwet bijzonder macht divers bepaling organisatie doorlopen evaluatie examen cursus ifapme covid bekrachtigen gezondheid sociaal actie overeenkomstig § toekenning bijzonder macht reageren twee golf gezondheidscrisis covid aangelegenheid regelen grondwet bijzonder macht verscheiden bepaling financiering operator gezondheid gehandicaptensector kader beheer gezondheidscrisis covid bekrachtigen § toekenning bijzonder macht reageren twee golf gezondheidscrisis covid aangelegenheid regelen grondwet bijzonder macht vrijstelling subsidie sociaal actie regel inburgeringstraject nieuwkomer spw binnenlands aangelegenheid sociaal actie bekrachtigen § toekenning bijzonder macht reageren twee golf gezondheidscrisis covid aangelegenheid regelen grondwet bijzonder macht invoeging wetboek sociaal actie gezondheid betrekking vaccinatie volwassen covid bekrachtigen aankondigen bevelen bekendmaken Namen vice economie buitenlands handel onderzoek innovatie digitaal technologie ruimtelijk ordening landbouw ifapme vaardigheidscentraborsus vice klimaat energie mobiliteit vice werk vorming gezondheid sociaal actie gelijk kans vrouwenrechten ch morreaal financiën begroting luchthaven sportinfrastructurenl crucke huisvesting plaatselijk bestuur stedenbeleid Collignon ambtenarenzaken informatica administratief vereenvoudiging belasten kinderbijslag toerisme erfgoed verkeersveiligheidde leefmilieu natuur landelijk aangelegenheid zitting stuk nrs volledig verslag openbaar zitting bespreking stemming 
3,http://www.ejustice.just.fgov.be/cgi/article_body.pl?language=fr&pub_date=2021-11-10&caller=list&numac=2021033652,dienst reglementering akkoord onderling overleg autoriteit verlenging akkoord onderling overleg betrekking situatie grensarbeider werk context covid pandemie verlengen akkoord onderling overleg inleiding sloten akkoord onderling overleg paragraaf onderteken overeenkomst koninkrijk voorkoming dubbel belasting regeling aangelegenheid belasting inkomen vermogen inbegrip ondernemingsbelasting grondbelastingen wijzigen aanvullen overeenkomst ondertekenen akkoord verlenging akkoord bepalen verlengen einde volgen kalendermaand schriftelijk overeenkomst autoriteit week aanvang volgen kalendermaand autoriteit akkoord sluiten akkoord verlengen autoriteit twee akkoord sluiten akkoord verlengen autoriteit drie akkoord sluiten akkoord verlengen autoriteit vier akkoord sluiten akkoord verlengen autoriteit vijf akkoord sluiten akkoord verlengen context komen autoriteit toepassing akkoord zes keer verlengen verlenging wijken algemeen regel akkoord vastleggen stellen akkoord unilateraal autoriteit beëindigen kennis autoriteit kennisgeving week aanvang desbetreffend kalendermaand doen geval houden akkoord toepassing dag desbetreffend kalendermaand publicatie zes verlengingsakkoord publiceren Duits overeenkomen ondergeteken autoriteit autoriteit belgiëde adviseur generaal federaal overheiddienst financiën autoriteit duitslandbruns ministerie financiën 
4,http://www.ejustice.just.fgov.be/cgi/article_body.pl?language=fr&pub_date=2022-03-07&caller=list&numac=2022030674,bijzonder machtenbesluit steun vergoeding exploitant bezoldigen personenvervoer treffen dringend maatregel verspreiding coronavirus covid beperken letten ordonnantie bijzonder macht toekennen kader gezondheidscrisis covid letten akkoord begroting letten verzoek spoedbehandeling motiveren feit talloos exploitant taxien huurvoertuig chauffeur activiteit ernstig economisch schade ondervinden gevolg covid gezondheidscrisis noodzakelijk dringend steun bieden betrekken exploitant economisch schade beperken betrekken exploitant omzet maatregel sluiting zien afnemen verdwijnen inkomen ondernemer werknemer gevaar komen steun inzonderheid doel golf faillissement voorkomen exploitant kamp nijpen liquiditeitsprobleam gevolg crisis staking betaling liquiditeitsprobleam domino effect economie prijs vermijden dienen probleem effect laten gevoelen kort termijn verantwoorden vertraging optreden invoering steunmaatregel aanwijzen steun storten spoedeisendheid verantwoorden letten advies raad toepassing lid raad coördineren ministerieel houdenen dringend maatregel verspreiding coronavirus covid beperken wijzigen ministerieel overwegen rekening houden hoogdringendheid continuïteit openbaar dienst waarborgen rechtszekerheid gelijkheidsbeginsel vrijwaren aanwijzen ordonnantie bijzonder macht toekennen spoed advies raad inwinnen noodmaatrege noodzaak globaal instellen toekenning premie feit controlemaatregel voorzien overeenkomst ordonnantie houdende algemeen uitgavenbegroting begrotingsjaar € vereisen voordracht bezoldigen vervoer persoon beraadslaging algemeen bepaling toepassing verstaan bezoldigen vervoer persoon exploitant rechtspersoon natuurlijk persoon beschikken vergunning exploitatie taxidienst dienst verhuren voertuig chauffeur bedoelen ordonnantie taxidienst dienst verhuren voertuig chauffeur verordening verordening commissie toepassing Verdrag werking Europees minimissteun bekendmaken publicatieblad Europees unievan begunstigen natuurlijk persoon rechtspersoon steun aanvragen ontvangen mobiliteit gewestelijk overheiddienst onderneming entiteit bedoelen bijlage aanbeveling commissie definitie klein middelgroot micro onderneming verlenen steun exploitant activiteit treffen dringend maatregel verspreiding coronavirus covid beperken verordening bedoelen voorwaarde modaliteit steun steun bestaan eenmalig premie euro exploitant activiteit beschikken vergunning bm uitreiken uitsluiten steun desgevallend houden terugbetaling begunstigen sanctie opleggen grond ministerieel houdenen dringend maatregel verspreiding coronavirus covid beperken regelgeving vervangen vervangen toepasselijk verplichting gebied milieu sociaal arbeidsrecht staat faillissement vereffening verkeren werkzaamheid staken gerechtelijk reorganisatie ondergaan aangifte doen faillissement procedure vereffening gerechtelijk reorganisatie aanhangig vergelijkbaar toestand verkeren soortgelijk procedure bestaan nationaal reglementering opzettelijk onjuist inlichting verstrekken geval bevinden bedoelen lid ordonnantie houdenen algemeen regel inhouding terugvordering vereffening subsidie vlak werkgelegenheid economie subsidie bedoelen voornoemd ordonnantie terugbetalen regel bedoelen begunstigen leven voorwaarde lid periode jaar datum toekenning steun onderzoeksprocedure aanvraag uitbetalingsdossier steun begunstigen dienen steunaanvraag middel formulier beschikking stellen website begunstigen aanvraag indienen ontvangen steunaanvraag laat begunstigen geven verordening minimisverordening vallen steun onderneming voorafgaan belastingjaren lopen belastingjaar ontvangen toekenningsbeslissing begunstigen beteken maand ontvangst steunaanvraag beslissingstermijn verlengen beschikbaar begrotingskrediet uitputten delen begunstigen steun verordening verlenen steun schijf vereffenen bankrekeningnummer naam begunstigen staan toezicht terugbetaling steun ordonnantie steun economisch ontwikkeling onderneming toepassing slotbepaling treden werking dag bekendmaking belasten uitvoering territoriaal ontwikkeling stadsvernieuwing toerisme promotie imago bicultureel zaak gewestelijk belang bezoldigen vervoer personenvervoort 
5,http://www.ejustice.just.fgov.be/cgi/article_body.pl?language=fr&pub_date=2020-03-13&caller=list&numac=2020020547,ministerieel houdende wijziging ministerieel houdende dringend maatregel verspreiding coronavirus covid beperken Duits vertaling volgen tekst Duits vertaling ministerieel houdende wijziging ministerieel houdende dringend maatregel verspreiding coronavirus covid beperken vertaling opmaken centraal dienst Duits vertaling 
6,http://www.ejustice.just.fgov.be/cgi/article_body.pl?language=fr&pub_date=2021-04-07&caller=list&numac=2021020751,bijzonderemachtenbesluit houdende divers maatregel oog tijdelijk opschorting belasting inrichting toeristisch logies grond gezondheidscrisis covid verslag attentie lid voorontwerp onderzoek voorleggen strekken exploitant actief sector toeristisch verblijf financieel helpen normaal omstandigheid uitbater inrichting toeristisch logies onderwerpen berekenen overnachting voorzien ordonnantie gewestbelasting inrichting toeristisch logies uitbreken gezondheidscrisis gevolg covid coronavirus effect wereldwijde crisis economisch activiteit toerisme vraag overnachting inrichting toeristisch logies sterk verminderen vermindering internationaal toeristisch verplaatsing bijzonder zakentoerisme hotelsector sterk afhankelijk sterk impact sector laag bezettingsgraad trachten overleven aanzienlijk aantal inrichting toeristisch logies dwingen activiteit staken sector moment groot gevaar dringend maatregel nemen voortbestaan waarborgen verhopen terugkeer niveau activiteit gezondheidscrisis steunmaatrege aannemen gunst bovengenoemd exploitant bestaan bepalen verplichting betrekking gewestbelasting inrichting toeristisch logies inschorten belasting inrichting toeristisch logies schorsen gevolg goedkeuring bijzonderemachtenbesluit houden divers maatregel betrekking belasting inrichting toeristisch logies grond gezondheidscrisis covid situatie verbeteren maatregel keer verlengen ordonnantie houdende divers maatregel betrekking belasting inrichting toeristisch logies grond gezondheidscrisis covid kwetsbaar toestand sector toeristisch logies verwacht respijt krijgen sector blijven dicht faillissement naam aankondiging risico drie verspreidingsgolf covid virus geval socio economisch effect pandemie loop semester voelbaar restrictief maatregel waarschijnlijk aanhouden semester langetermijneffect economisch crisis economisch sector hard treffen sector verdienen steun zien belang gewestelijk economie werkgelegenheid concreet omvatten opschorting belasting inrichting toeristisch logie volgen maatregel lopen verschuldigen belasting uitbater inrichting toeristisch logies bepalen geval eigenaar onroerend goed inrichting uitgebaat opschorting verplichting kennisgeving uitbating opening inrichting toeristisch logies termijn dag schorsing rechtzetting gewestelijk fiscaal administratie aangift indienen belastingplichtig schorsing ambtshalf heffing fiscaal administratie schorsing vraag voorafbetaling opstellen fiscaal administratie basis gegeven belastingplichtige aangeven samenhangen belastingplichtig lang verplichten dergelijk voorafbetalingen verrichten belasting verschuldigen bedrag eventueel bovengenoemd maatregel gewestelijk fiscaal administratie ontvangen terugbetalen belastingplichtige moratoir interest beginnen lopen belastingplichtig vrijstellen verplichting ingevulde onderteken aangifteformulier gewestelijk fiscaal administratie terugsturen doel behoud verplichting staat stellen ontwikkeling sector toeristisch logies dicht opvolgen relevantie toekomstig bijkomen maatregel inschatten informatie financiën begrotinggatz bijzonderemachtenbesluit houdende divers maatregel oog tijdelijk opschorting belasting inrichting toeristisch logies grond gezondheidscrisis covid letten ordonnantie gewestbelasting inrichting toeristisch logie letten ordonnantie toekenning bijzonder macht kader gezondheidscrisis covid letten ordonnantie invoering gelijkekansentest vrijstelling invoren evaluatieverslag bedoelen ordonnantie uitstellen letten advies inspecteur financiën letten akkoord begroting letten verzoek spoedbehandeling motiveren omstandigheid gezondheidscrisis veroorzaken covid exploitant toeristisch logies erg treft noodzakelijk onmiddellijk maatregel nemen economisch catastrofe voorkomen sector gevaar verkeren ondersteunen last linkten belasting inrichting toeristisch logies onmiddellijk opheffen letten adviesaanvraag werkdag raad indienen toepassing lid raad coördineren overwegen advies meedelen termijn letten twee lid raad coördineren overwegen toepassing ordonnantie invoering gelijkekansentest lijkekansentesten opstellen reglementair tekst advies raad vragen hoogdringendheid overwegende toepassing § ordonnantie bijzonder macht toekennen kader gezondheidscrisis covid advies gegevensbeschermingsautoriteit economisch sociaal raad vereisen overwegen sector toeristisch logies goed lam liggen grond gezondheidscrisis covid dienen exploitant inrichting toeristisch logies onderwerpen verplichting voorafgaan kennisgeving opleggen kader belasting inrichting toeristisch logies enorm financieel impact crisis sector voornoemd belasting opleggen letten economisch urgentie gebruik wenst losmaken volmacht toevertrouwd parlement exploitant inrichting toeristisch logies ondersteunen moeilijk periode crisis activiteit onherroepelijk beschadigen overwegen § ordonnantie bijzonder macht toekennen kader gezondheidscrisis covid bevestigen voorstel belasten financiën beraadslaging belasting bedoelen ordonnantie gewestbelasting inrichting toeristisch logies verschuldigen periode verplichting overgaan kennisgeving bedoelen ordonnantie opschorten ambtenaar bedoelen ordonnantie gaan rechtzetting aangifte bedoelen voornoemd ordonnantie betreffen periode ambtenaar bedoelen ordonnantie gaan ambtshalf heffing bedoelen voornoemd ordonnantie betreffen periode ambtenaar bedoelen ordonnantie stellen vraag voorafbetaling beschikking bedoelen § voornoemd ordonnantie betreffen periode betaling bedoelen § ordonnantie gebeuren betreffen periode afwijking ordonnantie vaststelling fiscaal procedure interest verschuldigen bedrag terugbetalen toepassing uitwerking ingang financiën begroting belasten uitvoering regeringvervoort mobiliteit openbaar werk verkeersveiligheidvan branden klimaattransitie leefmilieu energie participatief democratiemaron belasten financiën begroting openbaar ambt promotie meertaligheidgatz werk beroepsopleiding digitalisering plaatselijk Besturenclerfayt 
7,http://www.ejustice.just.fgov.be/cgi/article_body.pl?language=fr&pub_date=2021-03-18&caller=list&numac=2021040763,wijziging houdende toekenning ouderschapsuitkering gunst zelfstandig zelfstandig activiteit gedeeltelijk onderbreekken kader maatregel verspreiding coronavirus covid groet letten houdende inrichting sociaal statuut zelfstandig Bis § invoegen letten advies algemeen Beheerscomité sociaal statuut zelfstandig juin letten advies inspecteur financiën letten akkoordbevinding begroting letten houdende divers bepaling administratief vereenvoudiging vrijstellen regelgevingsimpactanalyse zien hoogdringendheid motiveren covid pandemie letten hoogdringendheid motiveren covid pandemie letten advies raad toepassing lid raad coördineren letten dringend noodzakelijkheid motiveren feit coronavirus covid verspreiden Europees grondgebied dringend maatregel nemen risico volksgezondheid beperken letten beslissing nationaal veiligheidsraad naam essentiël activiteit heropstart bepalen economisch activiteit volgen heropstart sector combinatie faseren heropstart school nood maatregel behoeve werken ouder dubbel taak uitvoeren werk kindopvang gebeuren gezondheidsrisicoberoep hulp grootouder geval opvang school tijdelijk ouderschapsuitkering gunst zelfstandig invoeren houdende toekenning ouderschapsuitkering gunst zelfstandig zelfstandig activiteit gedeeltelijk onderbreekken kader maatregel verspreiding coronavirus covid evident combinatie werk opvangen jong kind aandringen maand aankondigen bepalen zomerkamp stage plaats vinden bepalen beperking gevolg sanitair maatregel verspreiding coronavirus covid precies voorwaarde uitvoering maatregel desbetreffend stage kampen kennen maand groot vakantie zelfstandig ouder staat schoolvakantie kindopvang organiseren compliceren onzeker context heropstart passen initieel maatregel steun zelfstandig ouder zomervakantieperiode verlengen zelfstandig oud kind jong jaar kind beperking beslissen zelfstandig activiteit onderbreken hervatten tijdelijk crisismaatregel overbruggingsrecht tijdelijk relance maatregel overbruggingsrecht beoogden genieten bijgevolg aanspraak maken uitkering zelfstandig activiteit beïnvloed zorg kind kind voorstellen maatregel beogen uitkering toekennen euro maand uitkering euro geval eenoudergezin voordracht sociaal zaak zelfstandig advies raad vergaderen minister besluiten houdende toekenning ouderschapsuitkering gunst zelfstandig zelfstandig activiteit gedeeltelijk onderbreekken kader maatregel verspreiding coronavirus covid woord periode vervangen woord periode treden werking sociaal zaak zelfstandig betreffen belasten uitvoering koningswege sociaal zakende Zelfstandigenducarme 
8,http://www.ejustice.just.fgov.be/cgi/article_body.pl?language=fr&pub_date=2020-05-20&caller=list&numac=2020030927,voorzitter directiecomité wijziging voorzitter directiecomité oprichting kmo centrum administratie klein middelgroot onderneming algemeen administratie fiscaliteit vaststelling zetel materieel territoriaal bevoegdheid wijzigen voorzitter directiecomité voorzitter directiecomité letten advies inspecteur financiën voorzitter directiecomité oprichting kmo centrum administratie klein middelgroot onderneming algemeen administratie fiscaliteit vaststelling zetel materieel territoriaal wijzigen voorzitter directiecomité opheffen treden werking 
9,http://www.ejustice.just.fgov.be/cgi/article_body.pl?language=fr&pub_date=2020-06-10&caller=list&numac=2020202507,bijzonder macht houdende afwijking bepaling sturing onderwijsstelsel kader covid gezondheidscrisis letten toekenning bijzonder macht kader gezondheidscrisis verband covid coronavirus § Engelet prioritair taak bepalen basisonderwijs secundair onderwijs structuur organiseren maken uitvoeren letten oprichting algemeen sturingsdienst school medisch sociaal centrum bepaling statuut zonedirecteurs afvaardigen doelstellingenovereenkomst gelet wetboek basis secundair onderwijs gendertest uitvoeren toepassing twee lid houdende integratie genderdimensie beleidslijan letten advies raad uitbrengen toepassing lid raad coördineren letten bepaling twee cohort schoolinrichtingen sturingplan opstellen doel sluiten doelstellingenovereenkomst wijzigen overwegen gendertest uitvoeren toepassing twee lid houdende integratie genderdimensie beleidslijan zien hoogdringendheid ingeven noodzaak staat stellen reageren covid pandemie ernstig gevaar dreigen maatregel nemen kader bestrijding virus § toekenning bijzonder macht kader gezondheidscrisis verband covid coronavirus termijn procedure verband indiening sturingsplann school twee cohort sturingplan opstellen doel sluiten doelstellingenovereenkomst school twee cohort noemen inpassen begin schooljaar school normaal activiteit hervatten situatie verduidelijken school twee cohort beheersplan indienen bepalen opdracht personeel algemeen sturingsdienst school medisch sociaal centrum inschorten uiterst datum indiening sturingsplann school cohort verlengen regel betrekking stage inpassen promotiefunctie zone directeur stage promotiefunctie afgevaardigen doelstellingencontract ernstig gevaar vermijden school twee cohort discriminatie mogelijkheid bieden doelstellingenplan voorstellen doelstellingencontract sluiten dcoen dzin staan stellen opdracht vervullen sereen klimaat inachtneming voorwaarde prioritair taak bepalen basisonderwijs secundair onderwijs structuur organiseren maken uitvoeren noemen oog invoering nieuw bestuur onderwijsstelsel voorzien excellentiepact onderwijs letten feit § drie lid missiedecreet sturingsplann school twee cohort bepaling twee cohort schoolinrichtingen sturingplan opstellen doel sluiten doelstellingenovereenkomst delegeren bestuurder doelstellingenovereenkomst overgemaakt letten ministerieel houdenen dringend maatregel verspreiding coronavirus covid beperken wijzigen les activiteit kleuter basis secundair onderwijs opschort bepalen wijze afwijking les activiteit basis secundair onderwijs ingang hervatten groep aanwijzen basis aanbeveling deskundig overheid onderwijs aanleiding ministerieel besluiten termijn indiening sturingsplann school hetcohort verlengen schoolwerkdag aprilwtot middel omzendbrief overwegende moment prioritair doelstelling school school optimaal veiligheidsomstandigheden handhaven les gedeeltelijk progressief voortzetten organisatie einde schooljaar school staat stellen prioritair doelstelling bereiken noodzakelijk extra tijd sturingsplan instellen overwegende uitblijven verlenging termijn indiening leiden dringend indiening nieuw sturing excellentiepact onderwijs ernstig gevaar brengen overwegende termijn indiening sturingsplann verschuiven periode begin schooljaar school normaal activiteit hervatten datum kiezen geschiken overwegende lid takendecreet termijn analyse sturingsplann kalenderdag lopen datum indiening school periode afvaardigen doelstellingencontract overleg organiseren directie inrichten macht betrekken school nodig vergadering actour bedoelen § drie lid context huidig gezondheidscrisis beroering einde schooljaar raadpleging vergadering optimaal organiseren schoolvakantie plaatsvinden begin schooljaar druk periode jaar analyseperiode kalenderdag school kort zien huidig maatregel inperking reorganisatie einde schooljaar overleg organiseren termijn analyse sturingsplan school sturingsplan indienen terugwerken kracht opschorten maatstaf billijkheid school aanbevelen termijn analyse sturingsplan opschorten school plan verlengen indieningstermijn indienen plan dag verstrijken termijn werking stellen overwegende lid takendecreet vermelde termijn uitstellen datum overwegende doelstellingencontract uiterlijk ondertekening uitvoer leggen doelstellingencontract sluiten uiterlijk ondertekening uitvoer leggen school contract afsluiten motiveren aanbeveling ontvangen doelstellingencontract uitvoeren voorzien takendecreetwminder jaar begin fase uitwerking sturingsplann school cohort overwegende school reden aanbeveling afgevaardigde doelstellingencontract ontvangen datum uitvoering doelstellingencontract herzien voorkomen tijd verstrijken uitvoering actie afbreuk impuls nodig goed uitvoering contract datum aprilwbij terugkeer voorjaarsvakantie belangrijk contractualiseringsfase school drie cohort geschikt datum kiezen lid oprichting algemeen sturingsdienst school medisch sociaal centrum bepaling statuut zonedirecteurs afvaardigen doelstellingenovereenkomst dco opleiding toelaten personeellid initieel opleiding volgen maand toelating opleiding ds twee aanwervingsgolf respectievelijk opleiding beginnen ëindigen initieel opleiding beginnen opleiding beginnen zien feit beslissing nationaal veiligheidsraad maatregel nemen bestuur onderwijs institut carrière initieel opleiding organiseren groot deel opleiding afstand opleider lid algemeen sturingsdienst school medisch sociaal centrum gezamenlijk mening bepalen deel module basisopleiding vormen klas volgen verwerven kennis verdiepen kwaliteit opleiding waarborgen overwegende voorkomen ernstig gevaar bestaan opvolging initieel opleiding losse schroef komen staan noodzakelijk uur initieel opleiding aanstellen aanwezigheid betrekken persoon organiseren zonedirecteurs uur afvaardigen doelstellingencontract uur aanwezigheid betrekken persoon noodzakelijk basisopleiding organiseren tijdstip organisatie sessie aanwezigheid betrekken persoon toestaan inperking opleider betrekken dcoen dzbeschikbaar jaarlijks zomervakantie fase analyse sturingsplann school twee cohort uitstellen huidig overwegende afwijking lid dco termijn maand dcoen basisopleiding volgen verlengen overwegende deel initieel opleiding uitstellen dcoen twee aanwervingsgolf dienst blijven voormeld nodig duur stage gelijkwaardig periode verlengen stagiair einde opleiding beroepsinschakeling certificeringsproef afleggen examencommissie § vijf lid vijf lid dco beoordeling certificeringsproef baseeren mate beheersing kennis vaardighed kader onderdeel basisopleiding ontwikkelen overwegende § lid § lid dco opleiding automatisch opzeggingstermijn beëindigen slagen opleiding beroepsinschakeling initieel opleiding opleiding beroepsinschakeling nauw verbinden onvolledig initieel opleiding direct gevolg certificeringsproef einde opleiding beroepsinschakeling loopbaan personeellid overwegende situatie leiden instellen beroep dringend noodzakelijk straff ernstig gevaar initieel opleiding dcoen twee aanwervingsgolf gedeeltelijk inschorten twee lid dco bepalen stagiair stage dienstbeoordeling onderwerpen evaluatie plaatsvinden vier zes maand stage plaatsvinden overwegende uitstel indiening sturingsplann school twee cohort uitstel contractualisering school impliceren dcoen twee aanwervingsgolf deelnemen contractualisering school regelgeven activiteit belangrijk opdracht dco overwegende ervaring beperken erg vergelijkbaar dcoen aanwervingsgolf ëvalueren overwegende zinvol eerlijk dienstbeoordeling dcoen twee golf noodzakelijk deadline dienstbeoordeling dcoen twee golf uitstellen overwegende overeenstemming § drie lid beoordeling resulteren gunstig beoordeling voorbehouden aanbeveling twee beoordeling resulteren gunstig beoordeling ongunstig beoordeling stage personeelslid ongunstig beoordeling krijgen einde beoordeling automatisch beëindigen situatie leiden invoering beroep noemen evaluatie noodzakelijk straff ernstig gevaar evaluatietermijen verlengen dcoen twee aanwervingsgolf discriminatie evalueren voorwaarde vergelijkbaar golf overwegende nummeren werking treden dag publicatie urgentie maatregel einde schooljaar aannemen noodzaak aannemen bepaling snel school meedelen einde schooljaar gerust hart naderen noodzaak hoogte brengen initieel opleiding uitzondering werking treden afwijken datum indiening sturingsplann school werking treden analyse afvaardigen doelstellingenovereenkomst sturingsplann datum afwijken termijn initieel opleiding zonedirecteurs stagiair afvaardigen doelstellingenovereenkomst stagiair afronden toekenning bijzonder macht kader gezondheidscrisis verband covid coronavirus bedoelen aannemen regelgeving vereisen advies raadplegingen onderhandeling ingewonnen organiseren aannemen advies afdeling wetgeving raad ingewonnen laat aangeven advies termijn dag meedelen voordracht onderwijs beraadslaging hoofdstukdefinitie toepassing gelden volgen definitie wetboek wetboek basis secundair onderwijs instelling gemeenschappelijk kern takendecreet prioritair taak bepalen basisonderwijs secundair onderwijs structuur organiseren maken uitvoeren dco oprichting algemeen sturingsdienst school medisch sociaal centrum bepaling statuut zonedirecteurs afvaardigen doelstellingenovereenkomst sturingsplan school doelstellingencontract afwijking § drie lid takendecreet sturingsplann uiterlijk afgevaardigen doelstellingenovereenkomst voorleggen afwijking lid wetboek school sturingsplan jaar uiterlijk afgevaardigen doelstellingenovereenkomst toesturen afwijking lid takendecreet analyseren afgevaardigen doelstellingenovereenkomst school bedoelen § drie lid sturingplan kalenderdag datum school sturingsplan lid vaststellen datum indienen kalenderdag datum afgevaardigen doelstellingenovereenkomst analyseren afwijking lid wetboek analyseren afgevaardigen doelstellingenovereenkomst sturingplan jaar kalenderdag datum school sturingsplan lid vaststellen datum indienen kalenderdag datum afgevaardigen doelstellingenovereenkomst analyseren afwijking twee lid wetboek voeren school sturingsplan indienen doelstellingenovereenkomst sluiten uiterlijk stage zonedirecteuar afgevaardigen doelstellingenovereenkomst twee aanwervingsgolf afwijking termijn bedoelen lid dco gezondheidscrisis verband covid uur zonedirecteurs uur afvaardigen doelstellingenovereenkomst wijden initieel opleiding personeellid opleiding toelaten nemen uiterlijk afwijking twee lid dco personeellid stage toelaten maal beoordeelen tien twaalf maand indiensttreding stage twee maal achttien negentien maand indiensttreding stage slotbepaling treden werking dag bekendmaking uitzondering werking treden werking treden onderwijs belasten uitvoering presidenty 
